mutation,replicate,PC1,PC2
G190A,3,-6.8573675,-1.3813996
G190A,3,-5.7678,-1.4003412
G190A,3,-6.195855,-1.113091
G190A,3,-5.5978317,0.069504544
G190A,3,-5.2724357,-0.8654244
G190A,3,-5.37701,-2.4932854
G190A,3,-5.9681225,-1.6375272
G190A,3,-6.7021203,-2.6512494
G190A,3,-7.3032417,-1.7063144
G190A,3,-6.15228,-1.2435471
G190A,3,-7.0719337,-2.0997624
G190A,3,-4.9706306,-2.4326513
G190A,3,-6.2656083,-2.3563793
G190A,3,-6.8801923,-1.9363903
G190A,3,-6.762098,-1.5432401
G190A,3,-6.2104774,-2.8378608
G190A,3,-5.916856,-2.225816
G190A,3,-6.826605,-1.4873428
G190A,3,-6.036292,-1.4115212
G190A,3,-6.634699,-1.8604155
G190A,3,-7.1640964,-2.0965614
G190A,3,-6.4265575,-3.4829855
G190A,3,-6.388183,-2.255807
G190E,1,0.8244198,6.2731075
G190E,1,1.4840571,5.6493306
G190E,1,2.727034,3.5077813
G190E,1,2.919794,4.675928
G190E,1,-0.015968174,3.9556289
G190E,1,1.0101091,4.242581
G190E,1,0.9396913,4.944938
G190E,1,-1.3091884,5.504533
G190E,1,2.383386,2.5635993
G190E,1,-0.9672497,5.0384045
G190E,1,-0.71410674,5.506687
G190E,1,-0.28360572,4.6088014
G190E,1,-2.2329783,5.114916
G190E,1,-1.9697427,5.340154
G190E,1,-0.5551599,6.621859
G190E,1,-2.528971,7.2504478
G190E,1,-0.26784298,7.4193354
G190E,1,-1.3209444,6.56097
G190E,1,-0.3528678,6.769683
G190E,1,0.7162156,6.1482706
G190E,1,-0.24330306,7.0381446
G190E,1,-1.2049501,6.702567
G190E,1,0.32240066,5.2028403
G190E,1,-1.8512279,4.5371857
G190E,1,0.105786346,4.9295425
G190E,1,0.5073234,6.001104
G190E,1,-0.2402795,5.9753165
G190E,1,-1.2906665,6.6722507
G190E,1,0.049503252,4.027404
G190E,1,-0.88628036,6.251528
G190E,1,-0.83964586,5.139988
G190E,1,0.35453147,6.622987
G190E,1,-0.3438518,5.9178195
G190E,1,-0.34857532,6.242202
G190E,1,0.2290981,3.0684626
G190E,1,0.67555916,3.6514573
G190E,1,0.58659595,5.9087644
G190E,1,-0.3532473,6.0541835
G190E,1,1.3323636,4.5811625
G190E,1,-0.74935704,5.742955
G190E,1,1.5987674,3.5995688
G190E,1,-1.8564821,5.6263585
G190E,1,-0.56662256,5.6116123
G190E,1,-0.6708998,7.0194473
G190E,1,0.60628444,4.343428
G190E,1,0.19428313,4.0059047
G190E,1,0.92965573,0.7429063
G190E,1,-1.6928192,5.2890587
G190E,1,0.31603873,3.4955773
G190E,1,1.027431,3.0381887
G190E,1,-1.0824584,5.272283
G190E,1,1.2547623,5.2605705
G190E,1,-0.103467844,3.7499366
G190E,1,0.13798244,3.2687275
G190E,1,0.29349202,5.2955575
G190E,1,-1.2693602,5.82111
G190E,1,-1.612948,5.8222494
G190E,1,-2.1695545,3.860496
G190E,1,1.9103745,4.3651505
G190E,1,0.39997655,5.702767
G190E,1,-0.7205757,4.3478007
G190E,1,-0.5103952,3.8905022
G190E,1,0.7899179,4.113931
G190E,1,1.849375,5.4355307
G190E,1,0.16192748,3.6061075
G190E,1,-0.8414569,2.5519302
G190E,1,0.2577463,4.043114
G190E,1,1.3777659,3.3595753
G190E,1,-1.357715,5.396007
G190E,1,-0.5681952,4.741675
G190E,1,0.26087373,4.609466
G190E,1,0.33338103,5.5041842
G190E,1,0.31715623,5.7424464
G190E,1,-0.011542208,4.2586465
G190E,1,-1.2318671,6.9035697
G190E,1,-0.64500546,6.739328
G190E,1,0.34819633,5.1312623
G190E,1,0.14171275,6.704999
G190E,1,-1.8362893,6.46358
G190E,1,-0.24298476,4.0655756
G190E,2,4.963963,2.191633
G190E,2,7.2860074,1.8866953
G190E,2,5.832492,2.114546
G190E,2,5.191829,3.4140182
G190E,2,4.4451537,1.4297775
G190E,2,4.1271257,2.4950404
G190E,2,4.6734905,0.13981372
G190E,2,5.043808,2.5693638
G190E,2,4.96461,2.4772086
G190E,2,4.178904,2.2904203
G190E,2,4.9791822,2.8811166
G190E,2,4.2895823,1.7037518
G190E,2,5.956417,2.2453916
G190E,2,3.0533237,3.8357093
G190E,2,4.4462023,0.7878677
G190E,2,4.6479845,3.1169105
G190E,2,6.5624075,1.0476029
G190E,2,4.1427283,2.9663544
G190E,2,6.871776,1.0766388
G190E,2,5.476319,1.7233958
G190E,2,5.55274,0.74276733
G190E,2,5.526063,1.2269487
G190E,2,5.531871,5.235136
G190E,2,5.8125176,0.8054382
G190E,2,5.664951,2.229622
G190E,2,7.0466986,1.5453713
G190E,2,7.2187967,1.9444793
G190E,2,6.7872176,2.622729
G190E,2,7.3160458,2.2976673
G190E,2,8.07035,1.1838781
G190E,2,6.149219,2.1441574
G190E,2,6.755372,1.8128432
G190E,2,6.491089,2.3992894
G190E,2,6.52949,2.2932239
G190E,2,5.8975396,1.11033
G190E,2,6.231708,0.9597914
G190E,2,6.486869,3.638564
G190E,2,7.4474998,0.62145835
G190E,2,6.2546797,3.8072915
G190E,2,7.136322,2.4032772
G190E,2,6.0694017,1.9628865
G190E,2,4.551247,3.6053429
G190E,2,6.2427297,1.3420899
G190E,2,6.888413,2.280576
G190E,2,6.7922497,1.765217
G190E,2,5.1571927,2.0714169
G190E,2,6.854799,1.8583791
G190E,2,6.204064,1.853857
G190E,2,5.0981293,1.6719866
G190E,2,6.979911,3.8015091
G190E,2,6.0277576,2.785597
G190E,2,4.184802,3.773444
G190E,2,4.4524794,3.1904433
G190E,2,6.078554,2.9215608
G190E,2,7.317202,3.4321258
G190E,2,6.0858293,3.7494438
G190E,2,6.0936813,3.1078045
G190E,2,4.1876736,5.6306944
G190E,2,6.159525,3.0480618
G190E,2,3.0760295,5.772288
G190E,2,6.087451,4.4277806
G190E,2,6.409861,3.1138756
G190E,2,6.959772,1.662445
G190E,2,3.701901,2.0980568
G190E,2,5.34347,2.790859
G190E,2,4.467482,4.460794
G190E,2,6.2174053,5.036666
G190E,2,6.9825583,2.1320665
G190E,2,6.091703,5.156473
G190E,2,5.0980725,5.037641
G190E,2,4.7137246,6.483561
G190E,2,5.2767467,4.2259283
G190E,2,4.301031,1.0042527
G190E,2,5.4818726,2.5877013
G190E,2,6.6984544,2.5176096
G190E,2,5.2505383,3.3603275
G190E,2,4.3650455,2.0083058
G190E,2,5.1040783,2.0405748
G190E,2,3.8165767,3.2881036
G190E,2,4.9112854,8.277008
G190E,3,-0.55625075,1.8020953
G190E,3,0.036937907,1.4431803
G190E,3,-1.2146143,1.3054987
G190E,3,-4.3942604,2.2109666
G190E,3,-3.220379,5.662401
G190E,3,-2.5969076,3.9299798
G190E,3,-0.98538,2.8337173
G190E,3,-0.39545015,1.6605269
G190E,3,-3.219603,3.3521361
G190E,3,-0.5812135,4.459224
G190E,3,-2.683254,2.8458078
G190E,3,-0.65026045,2.6715605
G190E,3,-1.4769317,2.0153086
G190E,3,-0.5713792,-0.8993875
G190E,3,-0.49756533,5.160561
G190E,3,0.2941089,1.1777785
G190E,3,0.4607626,0.06769178
G190E,3,-1.1715165,-0.82129043
G190E,3,-0.92868704,1.8290653
G190E,3,-2.1716728,2.1409135
G190E,3,-0.25622508,-0.13526328
G190E,3,-1.0202541,-0.011659742
G190E,3,-2.0122304,4.4907055
G190E,3,-0.34054622,0.6972022
G190E,3,-0.8040252,-0.47155175
G190E,3,0.08522462,-0.4310383
G190E,3,-1.087302,2.7227082
G190E,3,-2.5852468,0.054638855
G190E,3,-1.3721184,-0.058022838
G190E,3,-1.9699225,2.547473
G190E,3,-1.7062963,1.1727612
G190E,3,-3.2077508,-0.26686344
G190E,3,-1.3659587,1.6461114
G190E,3,-2.0182276,0.39295903
G190E,3,-2.56783,2.069965
G190E,3,-3.3825922,0.5560521
G190E,3,-1.7207376,1.9600446
G190E,3,-3.6679199,1.2345499
G190E,3,-1.4280807,-0.054865938
G190E,3,-1.3708694,-1.4459935
G190E,3,-1.3031416,-0.17973432
G190E,3,-1.614677,0.597686
G190E,3,-1.9277554,-0.04279717
G190E,3,-1.8835989,-0.93318707
G190E,3,-1.8812087,1.5359648
G190E,3,-2.5472133,0.52654195
G190E,3,-2.4019184,-1.7293898
G190E,3,-2.0793722,-0.33949354
G190E,3,-2.1885977,0.86089736
G190E,3,-2.3530843,1.5221792
G190E,3,-1.5745747,3.1163058
G190E,3,-2.226508,0.11331653
G190E,3,-1.9281192,-0.6460228
G190E,3,-3.008598,0.27754003
G190E,3,-2.114537,0.80552006
G190E,3,-3.4501479,3.418058
G190E,3,-2.2958567,1.532178
G190E,3,-2.4800363,2.086004
G190E,3,-1.6749008,0.314374
G190E,3,-0.72329825,0.4269945
G190E,3,-2.885851,-0.17843054
G190E,3,-1.6795706,0.10161733
G190E,3,-2.4261663,0.88582265
G190E,3,-2.2001266,-0.3741462
G190E,3,-1.9852362,0.17857584
G190E,3,-1.957957,0.4836645
G190E,3,-1.7513673,0.30541468
G190E,3,-0.6117025,-1.8810551
G190E,3,-0.5153409,-1.2820404
G190E,3,-0.6073282,0.11129676
G190E,3,-1.9234573,-0.8947018
G190E,3,-1.1410455,1.8561199
G190E,3,-2.5330687,-0.5540033
G190E,3,-0.17496963,0.2086352
G190E,3,-1.9392828,0.89333767
G190E,3,-1.9552958,-0.24344811
G190E,3,-1.0949869,-0.95532864
G190E,3,-2.0671477,2.2695272
G190E,3,-2.4604855,1.704968
G190E,3,-1.7295188,-0.4378656
G190S,1,-1.0564328,0.6031721
G190S,1,0.080207184,1.453202
G190S,1,-0.20232283,0.16271664
G190S,1,-0.113414384,1.1113232
G190S,1,-0.98008466,1.3931203
G190S,1,-2.4301333,-0.17975251
G190S,1,-0.17627542,1.05791
G190S,1,0.24717475,1.2677411
G190S,1,1.225233,1.4332052
G190S,1,1.443263,0.70448047
G190S,1,-0.4179303,-0.4390709
G190S,1,-0.41662422,0.81397885
G190S,1,-1.2992098,1.6708835
G190S,1,0.4895179,-0.4013393
G190S,1,-0.9250217,1.1164236
G190S,1,1.0450151,-0.16856292
G190S,1,0.56750023,-0.13485068
G190S,1,-1.3283828,-0.6942329
G190S,1,0.39654225,-1.0395052
G190S,1,0.77720535,-1.2106283
G190S,1,-1.070764,0.051777653
G190S,1,0.6080831,0.34004268
G190S,1,1.6056235,1.5932553
G190S,1,-2.503582,0.4757057
G190S,1,0.2020714,0.48765653
G190S,1,0.42589852,0.22240415
G190S,1,1.1105683,1.4553823
G190S,1,0.13570383,-0.12588075
G190S,1,-1.6500871,0.33690318
G190S,1,-0.6656341,0.47271782
G190S,1,0.78773814,1.1257881
G190S,1,0.11108145,-0.61997896
G190S,1,0.8189944,0.5523038
G190S,1,-1.9047142,-0.5032058
G190S,1,0.48772794,-0.3242168
G190S,1,1.8508341,0.49749196
G190S,1,-0.25712633,-0.044820018
G190S,1,-1.0115577,-0.009956699
G190S,1,2.5560062,1.1951578
G190S,1,-1.4877194,0.43703443
G190S,1,1.3519169,1.6874735
G190S,1,-0.6174246,0.19821054
G190S,1,1.2848579,0.8580484
G190S,1,1.0035348,0.8718231
G190S,1,1.3884605,0.038579065
G190S,1,0.67198026,1.5197065
G190S,1,1.4555869,0.76333696
G190S,1,0.054122753,0.7153255
G190S,1,1.2720344,2.4034069
G190S,1,1.2105951,1.2537174
G190S,1,-0.5423333,2.327348
G190S,1,-0.29878786,0.09514865
G190S,1,0.86566144,-0.50075245
G190S,1,-0.3494655,-0.98463
G190S,1,-0.6023971,2.4201453
G190S,1,0.63311225,0.45739576
G190S,1,1.1398176,0.55460536
G190S,1,0.21640094,0.9723709
G190S,1,-1.0492812,0.97539264
G190S,1,-0.27804393,-0.020152573
G190S,1,-0.1711757,0.2701336
G190S,1,2.1323187,0.6735765
G190S,1,0.48729017,1.2979058
G190S,1,1.8454024,0.84851
G190S,1,-0.043634042,1.2068806
G190S,1,-0.15041906,-0.07406798
G190S,1,-0.40185383,0.7462233
G190S,1,0.45592758,-0.12000746
G190S,1,-0.6383893,1.3819374
G190S,1,0.28900248,0.8530055
G190S,1,0.7440762,2.0607255
G190S,1,1.231066,-0.41424543
G190S,1,0.6619513,0.9243367
G190S,1,1.0552244,0.52482283
G190S,1,-0.52311957,2.1629333
G190S,1,0.52070725,1.216871
G190S,1,0.59883475,1.6900551
G190S,1,1.3371648,1.6449689
G190S,1,1.5786624,1.2686847
G190S,1,0.97980875,-0.055065818
G190S,2,-6.563669,-2.8456197
G190S,2,-6.636248,-3.842685
G190S,2,-6.76127,-3.0861201
G190S,2,-6.540773,-1.7836915
G190S,2,-5.983549,-4.2981215
G190S,2,-6.7336383,-1.4006956
G190S,2,-6.025163,-4.5941644
G190S,2,-5.9711328,-4.4637785
G190S,2,-6.988173,-4.8483
G190S,2,-6.184582,-3.6638691
G190S,2,-7.5612974,-2.127482
G190S,2,-7.1359572,-3.0120609
G190S,2,-6.790632,-3.8705437
G190S,2,-7.247862,-3.599833
G190S,2,-7.4160995,-4.0980873
G190S,2,-6.9496717,-5.014219
G190S,2,-6.632652,-4.0567985
G190S,2,-7.855949,-3.5280175
G190S,2,-6.4581537,-2.601977
G190S,2,-6.7963986,-1.4613303
G190S,2,-7.242066,-2.8281312
G190S,2,-6.575505,-6.0586967
G190S,2,-7.8360095,-4.2758937
G190S,2,-7.7834854,-3.686122
G190S,2,-7.046963,-2.813473
G190S,2,-6.3156123,-4.927566
G190S,2,-6.356522,-5.0920177
G190S,2,-7.1591444,-4.3640623
G190S,2,-5.65192,-3.9531534
G190S,2,-7.237183,-2.1457329
G190S,2,-6.7097297,-3.378591
G190S,2,-7.2149477,-2.1365192
G190S,2,-4.7330236,-4.428591
G190S,2,-7.843083,-3.0997643
G190S,2,-6.7667823,-3.8896627
G190S,2,-6.694617,-2.8383646
G190S,2,-7.3824205,-4.0148787
G190S,2,-6.7531757,-3.7466393
G190S,2,-7.2746024,-3.2578075
G190S,2,-5.5934005,-3.8893435
G190S,2,-5.643367,-4.220954
G190S,2,-5.2952,-3.9978714
G190S,2,-6.2316933,-3.5850227
G190S,2,-6.4946623,-4.405019
G190S,2,-6.2392945,-2.1258254
G190S,2,-7.4249153,-5.377009
G190S,2,-5.342709,-3.744414
G190S,2,-5.427565,-2.0915258
G190S,2,-4.606768,-1.7590268
G190S,2,-5.5114384,-3.3028185
G190S,2,-5.6777406,-5.372769
G190S,2,-3.650944,-4.1631403
G190S,2,-6.0150414,-4.427517
G190S,2,-5.712028,-3.2762601
G190S,2,-5.7485237,-4.7183666
G190S,2,-6.3441386,-2.5523486
G190S,2,-5.930337,-5.476495
G190S,2,-7.5039716,-4.1253004
G190S,2,-5.6842055,-4.2109857
G190S,2,-5.8030825,-3.9432135
G190S,2,-7.723659,-3.1625137
G190S,2,-7.8796735,-4.2160606
G190S,2,-6.0400496,-3.1711254
G190S,2,-7.1238065,-3.6913998
G190S,2,-5.5382986,-1.7205964
G190S,2,-7.2817044,-2.0656037
G190S,2,-6.2894163,-1.8447847
G190S,2,-6.369629,-2.8915687
G190S,2,-6.075196,-1.4035388
G190S,2,-4.615807,-2.8219888
G190S,2,-5.262517,-4.2315025
G190S,2,-5.0996566,-2.7696502
G190S,2,-5.8468013,-4.4494185
G190S,2,-4.9948325,-3.1896858
G190S,2,-7.3677826,-3.8838835
G190S,2,-4.563776,-3.6156678
G190S,2,-5.8504744,-3.1161726
G190S,2,-5.8275766,-3.2032292
G190S,2,-7.2668204,-2.2686636
G190S,2,-5.9465904,-2.2281203
G190S,3,-0.5694061,-1.8876523
G190S,3,0.45116726,-2.5639064
G190S,3,0.6429679,-1.6431844
G190S,3,0.27604303,-2.385997
G190S,3,0.0067434753,-0.62315065
G190S,3,-0.27415285,-2.0277023
G190S,3,1.303501,-2.969541
G190S,3,1.0502148,-1.4430102
G190S,3,0.97298086,-2.5410895
G190S,3,-0.6077979,-1.6681082
G190S,3,0.71587723,-0.8317671
G190S,3,0.39471614,-1.9285461
G190S,3,1.5248294,-2.171355
G190S,3,-0.74080515,-0.97819066
G190S,3,0.075382754,-0.32469618
G190S,3,0.56809425,-2.643461
G190S,3,-0.30474457,-1.4427423
G190S,3,0.2841838,-1.8474946
G190S,3,1.4513333,-1.9341003
G190S,3,-0.6016638,-1.5783273
G190S,3,-0.04407386,-2.3599555
G190S,3,-0.4992347,-3.6368322
G190S,3,0.11127264,-2.2115057
G190S,3,1.4026705,-1.1804501
G190S,3,1.1163054,-1.1573789
G190S,3,-1.1611449,0.780822
G190S,3,1.6407772,-1.8238117
G190S,3,0.9885735,-2.1339822
G190S,3,1.6095036,-0.856213
G190S,3,1.2193116,-2.3342636
G190S,3,1.9919182,-2.4387937
G190S,3,1.1673932,-3.1415606
G190S,3,-1.104197,-1.504397
G190S,3,-0.94095683,-2.7802858
G190S,3,0.6699277,-2.9514046
G190S,3,-0.4797821,-1.5847181
G190S,3,-0.6272743,-2.1795483
G190S,3,-0.26621628,-1.7273284
G190S,3,0.62915134,-1.880175
G190S,3,1.5513339,-1.2462462
G190S,3,0.8364819,-1.1912632
G190S,3,-0.19845973,-1.3210377
G190S,3,-1.5211973,0.36573115
G190S,3,-0.7731832,-1.3242024
G190S,3,0.6068988,0.62745863
G190S,3,0.11274734,-0.7078496
G190S,3,-0.6718553,1.0817825
G190S,3,0.5062388,0.059174933
G190S,3,-0.329801,-0.74227446
G190S,3,0.2295816,-2.077821
G190S,3,0.9514697,-0.7770296
G190S,3,0.5383435,-0.0048616207
G190S,3,0.16751784,1.6190032
G190S,3,-3.1119702,0.075241804
G190S,3,-0.91015095,0.33615723
G190S,3,-0.4213161,-0.54113233
G190S,3,0.30886582,0.66211617
G190S,3,0.6561662,0.6194794
G190S,3,-1.1101763,0.8572752
G190S,3,0.4310142,-1.931751
G190S,3,-1.4132042,-1.3138816
G190S,3,-0.8026539,-0.3641638
G190S,3,1.5584474,-0.6066911
G190S,3,1.0485214,1.0485163
G190S,3,0.65475386,-0.04465344
G190S,3,-1.3997117,0.75307894
G190S,3,-0.24550654,-0.33240518
G190S,3,-1.209961,0.0026688778
G190S,3,-0.23066758,1.7487886
G190S,3,0.18977332,-0.1871368
G190S,3,-0.21241724,-0.03190914
G190S,3,1.5798205,-0.2738725
G190S,3,-0.6741653,1.4521081
G190S,3,-0.6334941,-0.96358794
G190S,3,0.10052948,-0.22342712
G190S,3,-0.42035523,0.21503115
G190S,3,0.12453941,-1.6598567
G190S,3,0.55273575,-0.40370208
G190S,3,0.5263263,-0.13773279
G190S,3,1.5119563,1.8903359
K103N,1,-3.3183677,1.7285255
K103N,1,-5.0156007,2.6784365
K103N,1,-2.7179635,2.9321818
K103N,1,-4.467811,4.2781086
K103N,1,-2.7158196,1.2421976
K103N,1,-4.9838195,3.5441341
K103N,1,-3.8212342,3.7049358
K103N,1,-2.6694863,2.1631615
K103N,1,-2.6444585,1.9508587
K103N,1,-1.8548614,3.772862
K103N,1,-4.026673,0.843402
K103N,1,-5.123315,1.3312291
K103N,1,-3.088178,3.4363906
K103N,1,-3.5837522,0.85266167
K103N,1,-3.3019028,2.6230655
K103N,1,-3.240311,1.7629465
K103N,1,-5.4892015,2.3732998
K103N,1,-1.7110195,0.6170242
K103N,1,-1.7388178,2.1270258
K103N,1,-3.2163002,1.4111853
K103N,1,-2.7662392,2.11794
K103N,1,-2.7571645,2.2586253
K103N,1,-3.2677917,3.0210016
K103N,1,-3.7724376,3.155393
K103N,1,-3.3755133,0.5361218
K103N,1,-3.524227,3.366268
K103N,1,-3.4181566,1.194501
K103N,1,-3.2954533,3.6341622
K103N,1,-4.0114994,2.3422017
K103N,1,-2.5699067,1.8645135
K103N,1,-3.447106,1.9988327
K103N,1,-4.1611695,2.8374076
K103N,1,-3.3438215,3.4143255
K103N,1,-1.7395905,2.0790217
K103N,1,-2.9618125,2.8402486
K103N,1,-2.8206944,2.0269272
K103N,1,-2.3424814,2.04059
K103N,1,-3.298043,2.9500036
K103N,1,-2.3781433,1.8625593
K103N,1,-2.6397963,0.65393895
K103N,1,-3.1104665,3.4438443
K103N,1,-3.6514924,3.592384
K103N,1,-1.7675272,3.5632408
K103N,1,-2.5773757,2.893571
K103N,1,-3.8218482,3.1858978
K103N,1,-2.646815,0.2572628
K103N,1,-2.8969278,1.2521578
K103N,1,-2.7436416,3.4510474
K103N,1,-5.785991,6.2035885
K103N,1,-4.931083,6.1022406
K103N,1,-6.1157227,4.667287
K103N,1,-3.3184702,0.90862846
K103N,1,-2.703851,2.5443583
K103N,1,-3.7178166,2.9027495
K103N,1,-2.806672,2.7585266
K103N,1,-3.4689257,3.1190345
K103N,1,-3.064397,3.6690376
K103N,1,-3.126582,2.3825002
K103N,1,-3.4866254,2.178939
K103N,1,-3.7883604,3.9262943
K103N,1,-3.1407464,2.2593117
K103N,1,-2.874254,3.2253184
K103N,1,-2.8501859,0.42488432
K103N,1,-2.0041482,1.643382
K103N,1,-3.0943522,3.2645185
K103N,1,-3.2946746,2.1738286
K103N,1,-3.7727036,2.658151
K103N,1,-2.8554296,4.0467315
K103N,1,-3.2003028,3.583624
K103N,1,-3.9411535,4.7005353
K103N,1,-2.4488184,2.93878
K103N,1,-3.7939432,1.5797083
K103N,1,-4.6598816,2.6897051
K103N,1,-3.4738119,1.214843
K103N,1,-3.302573,2.2450702
K103N,1,-3.5133018,3.152237
K103N,1,-3.1292026,2.551708
K103N,1,-3.2022731,4.3565826
K103N,1,-2.668557,2.7983122
K103N,1,-3.435639,2.2182362
K103N,2,-0.64886343,-3.5177667
K103N,2,1.8803377,-2.277689
K103N,2,0.52505875,-3.4251423
K103N,2,0.8020304,-3.4187799
K103N,2,-0.08576719,-4.0437894
K103N,2,0.31677064,-3.1801128
K103N,2,-0.6749196,-3.737543
K103N,2,0.43102446,-4.053049
K103N,2,-0.13012542,-5.1196127
K103N,2,0.22609493,-3.4441373
K103N,2,0.15403187,-5.4394665
K103N,2,0.007371844,-4.9761295
K103N,2,1.1002197,-4.481046
K103N,2,0.6702186,-5.2170043
K103N,2,-1.0784482,-4.748245
K103N,2,0.29339263,-2.0564892
K103N,2,0.57812935,-5.405059
K103N,2,0.10542306,-4.3266315
K103N,2,0.38783473,-2.9773064
K103N,2,0.5946902,-4.3632903
K103N,2,-1.6544297,-4.5227284
K103N,2,0.6113774,-2.6990306
K103N,2,0.10908103,-4.4081497
K103N,2,-1.5925848,-3.2275836
K103N,2,0.97655684,-4.273564
K103N,2,0.36198357,-4.080354
K103N,2,0.6228273,-3.5533943
K103N,2,1.3459117,-3.3695042
K103N,2,1.0489266,-1.7011223
K103N,2,0.45771265,-4.280719
K103N,2,-0.19608548,-1.845614
K103N,2,-0.31769198,-2.8879097
K103N,2,1.4957615,-3.958591
K103N,2,0.5555185,-3.9565876
K103N,2,-0.57318664,-3.4694092
K103N,2,0.3233326,-2.0088336
K103N,2,-0.078737244,-3.7698102
K103N,2,1.8237549,-3.9901633
K103N,2,0.4358291,-4.29573
K103N,2,0.2757546,-2.8264885
K103N,2,0.5989581,-2.490672
K103N,2,0.4676193,-2.9529452
K103N,2,0.8888317,-2.540302
K103N,2,1.7204299,-3.8930392
K103N,2,0.9816881,-4.449481
K103N,2,0.58380026,-4.0245805
K103N,2,0.64627653,-3.6860929
K103N,2,1.1694345,-5.0858283
K103N,2,-0.24221954,-4.8030343
K103N,2,-0.4730245,-5.495077
K103N,2,1.267729,-4.0447726
K103N,2,-0.53018165,-3.3638763
K103N,2,0.036913086,-4.079289
K103N,2,1.0369906,-3.9094388
K103N,2,1.0610108,-3.4005618
K103N,2,1.1441653,-5.0297437
K103N,2,1.4544293,-3.0144775
K103N,2,0.32829854,-2.5883286
K103N,2,1.7034796,-3.3147564
K103N,2,0.098996446,-4.4744477
K103N,2,1.5317675,-4.041836
K103N,2,0.41567576,-3.1508374
K103N,2,0.1453874,-4.512042
K103N,2,-0.18305865,-2.6818786
K103N,2,-0.5696101,-3.5762806
K103N,2,-0.26769766,-4.101877
K103N,2,1.7198055,-5.1677585
K103N,2,1.8883657,-5.6784854
K103N,2,0.20502181,-3.5950248
K103N,2,0.798617,-4.569052
K103N,2,0.35475084,-3.024139
K103N,2,1.2508316,-3.5857751
K103N,2,0.86508816,-4.118376
K103N,2,0.60168326,-3.489059
K103N,2,0.8309071,-3.591402
K103N,2,0.12687904,-4.2577653
K103N,2,-0.3998376,-4.5772114
K103N,2,0.3951883,-4.034896
K103N,2,-0.8666805,-3.4058816
K103N,2,-0.68746924,-4.079546
K103N,3,-4.537374,-0.18819065
K103N,3,-3.2238343,0.6776665
K103N,3,-3.5026386,-2.2848153
K103N,3,-5.2327094,1.8998736
K103N,3,-4.3056154,1.8050199
K103N,3,-3.7420769,-0.6459574
K103N,3,-4.2350407,-0.11493164
K103N,3,-3.8638945,1.6462916
K103N,3,-4.0281124,1.9096606
K103N,3,-4.8021755,-1.2131552
K103N,3,-2.9065304,1.8043516
K103N,3,-3.1339095,-0.59611946
K103N,3,-3.928869,0.47979718
K103N,3,-4.3300443,0.34148932
K103N,3,-3.3949974,-0.20343663
K103N,3,-3.4247541,1.6103748
K103N,3,-2.00621,-1.6292962
K103N,3,-2.9590313,-3.135391
K103N,3,-4.923316,1.044687
K103N,3,-2.8608758,1.3437146
K103N,3,-4.347279,0.17950767
K103N,3,-4.832446,3.3621664
K103N,3,-3.430621,-1.9606154
K103N,3,-5.259896,2.0553043
K103N,3,-3.468514,0.08051705
K103N,3,-3.8939974,-0.052481096
K103N,3,-3.8747444,2.2250462
K103N,3,-5.459692,2.9034228
K103N,3,-4.099181,-0.41122657
K103N,3,-2.9602265,-2.3708053
K103N,3,-2.3015494,0.46330407
K103N,3,-5.333497,0.3903192
K103N,3,-2.7760975,1.3794066
K103N,3,-3.7922573,-1.3282657
K103N,3,-3.4156182,-0.34638953
K103N,3,-3.2162666,1.0588356
K103N,3,-4.06197,0.5342501
K103N,3,-2.043825,-0.76739633
K103N,3,-4.016294,0.5453622
K103N,3,-3.5191517,0.5679457
K103N,3,-3.3543918,-1.594343
K103N,3,-3.344733,-2.4294643
K103N,3,-4.134532,-1.6710511
K103N,3,-3.9588566,-1.3414651
K103N,3,-3.5980968,-2.2215767
K103N,3,-3.8923948,-1.1143502
K103N,3,-3.4977887,-1.3934643
K103N,3,-3.0251386,-0.9098668
K103N,3,-2.7495053,-1.4986573
K103N,3,-4.0537496,-3.1828825
K103N,3,-4.4193187,-3.0062113
K103N,3,-2.9627829,-0.9394038
K103N,3,-1.7600574,-1.216169
K103N,3,-3.446485,-2.0955703
K103N,3,-4.317765,-1.8671197
K103N,3,-2.8998654,-2.0276992
K103N,3,-4.412001,-1.2890984
K103N,3,-3.3040643,-1.6207219
K103N,3,-3.0965724,-0.14610915
K103N,3,-3.7061388,-1.678071
K103N,3,-3.7827728,-2.7339766
K103N,3,-2.307264,-2.0815248
K103N,3,-4.442605,-2.1520853
K103N,3,-2.2504005,-2.5903606
K103N,3,-3.8727345,-2.8721585
K103N,3,-2.958614,-0.7365869
K103N,3,-4.2945437,-1.8673047
K103N,3,-3.8680284,-1.8523161
K103N,3,-4.114144,-1.0242462
K103N,3,-3.768751,0.31929585
K103N,3,-3.7004871,-1.45495
K103N,3,-3.411355,-3.4407787
K103N,3,-3.2933977,-0.94857603
K103N,3,-3.1674266,-1.3856876
K103N,3,-2.6952837,-3.3257492
K103N,3,-3.6572514,-3.534318
K103N,3,-3.8005762,-3.2325087
K103N,3,-3.228871,-0.55899614
K103N,3,-3.2227657,-3.0318844
K103N,3,-4.424328,-2.216785
K103N+M230L,1,1.0839291,0.9581509
K103N+M230L,1,0.15923631,0.11298456
K103N+M230L,1,0.51500463,1.3485116
K103N+M230L,1,-0.9837675,-0.7066897
